,
" (p-AR, d-diff, q-MA)",ARIMA AIC 
"(2, 1, 2)",-187.039
"(2, 1, 1)",-186.163
"(2, 1, 3)",-188.817
"(3, 1, 1)",-187.296
"(3, 1, 3)",-186.561
"(3, 1, 2)",-185.964
"(4, 1, 0)",-193.197
"(4, 1, 1)",-192.587
"(4, 1, 2)",-190.788
"(6, 1, 1)", 'best' suggested by ARMA
